ClothNane;ClothCategory;Season;ClothSilh;ClothModel;ClothSize;allCount;allReceipts
qwe5379-1177;Штаны ;Зима;брюки;1077;48;13;13,3299
qwe5379-1177;Штаны ;Зима;брюки;1077;50;14;15,3199
qwe5379-1177;Штаны ;Зима;брюки;1077;52;12;14,2566
qwe5379-1177;Штаны ;Зима;брюки;1077;54;6;6,6714
qwe5379-1177;Штаны ;Зима;брюки;1077;56;5;5,7024
qwe5379-1177;Штаны ;Зима;брюки;1077;58;6;8,1091
qwe5379-1177;Штаны ;Зима;брюки;1077;60;4;4,441
qwe5379-1177;Штаны ;Зима;брюки;1077;62;2;2,2491
qwe5379-1177;Штаны ;Зима;брюки;1077;64;3;3,4986
B1311-1917;Штаны ;Весна-осень;брюки;B0917;44;48;52,6898
B1311-1917;Штаны ;Весна-осень;брюки;B0917;46;61;72,0427
B1311-1917;Штаны ;Весна-осень;брюки;B0917;48;72;80,7731
B1311-1917;Штаны ;Весна-осень;брюки;B0917;50;66;75,2352
B1311-1917;Штаны ;Весна-осень;брюки;B0917;52;70;80,6682
B1311-1917;Штаны ;Весна-осень;брюки;B0917;54;51;55,7781
B1311-1917;Штаны ;Весна-осень;брюки;B0917;56;44;53,061
B1311-1917;Штаны ;Весна-осень;брюки;B0917;58;30;33,5773
B1311-1917;Штаны ;Весна-осень;брюки;B0917;60;20;22,8701
B3319-1857;Штаны ;Весна-осень;брюки;B0857;46;13;12,9023
B3319-1857;Штаны ;Весна-осень;брюки;B0857;48;29;31,964
B3319-1857;Штаны ;Весна-осень;брюки;B0857;50;34;38,359
B3319-1857;Штаны ;Весна-осень;брюки;B0857;52;28;33,1225
B3319-1857;Штаны ;Весна-осень;брюки;B0857;54;29;31,9756
B3319-1857;Штаны ;Весна-осень;брюки;B0857;56;28;33,0662
B3319-1857;Штаны ;Весна-осень;брюки;B0857;58;30;34,0022
B3319-1857;Штаны ;Весна-осень;брюки;B0857;60;30;35,8285
B3319-1857;Штаны ;Весна-осень;брюки;B0857;62;15;18,0941
B3319-1857;Штаны ;Весна-осень;брюки;B0857;64;11;11,4886
B5151-1913;Штаны ;Весна-осень;брюки;B0903;44;18;18,4358
B5151-1913;Штаны ;Весна-осень;брюки;B0903;46;30;31,22033
B5151-1913;Штаны ;Весна-осень;брюки;B0903;48;43;45,7767
B5151-1913;Штаны ;Весна-осень;брюки;B0903;50;37;39,7082
B5151-1913;Штаны ;Весна-осень;брюки;B0903;52;40;38,4522
B5151-1913;Штаны ;Весна-осень;брюки;B0903;54;44;47,2726
B5151-1913;Штаны ;Весна-осень;брюки;B0903;56;36;35,0425
B5151-1913;Штаны ;Весна-осень;брюки;B0903;58;36;37,9849
B5151-1913;Штаны ;Весна-осень;брюки;B0903;60;16;16,8889
B5153-1913;Штаны ;Весна-осень;брюки;B0903;44;19;21,9999
B5153-1913;Штаны ;Весна-осень;брюки;B0903;46;19;22,04993
B5153-1913;Штаны ;Весна-осень;брюки;B0903;48;31;37,2893
B5153-1913;Штаны ;Весна-осень;брюки;B0903;50;38;38,76644
B5153-1913;Штаны ;Весна-осень;брюки;B0903;52;36;36,4263
B5153-1913;Штаны ;Весна-осень;брюки;B0903;54;40;49,4362
B5153-1913;Штаны ;Весна-осень;брюки;B0903;56;36;38,7038
B5153-1913;Штаны ;Весна-осень;брюки;B0903;58;22;26,1826
B5153-1913;Штаны ;Весна-осень;брюки;B0903;60;13;14,3125
qwe1311-1115;Штаны ;Весна-осень;брюки;NULL;42;39;46,3495
qwe1311-1115;Штаны ;Весна-осень;брюки;NULL;44;57;69,427
qwe1311-1115;Штаны ;Весна-осень;брюки;NULL;46;63;74,862
qwe1311-1115;Штаны ;Весна-осень;брюки;NULL;48;70;83,2995
qwe1311-1115;Штаны ;Весна-осень;брюки;NULL;50;72;85,3245
qwe1311-1115;Штаны ;Весна-осень;брюки;NULL;52;61;74,452
qwe1311-1115;Штаны ;Весна-осень;брюки;NULL;54;53;63,0995
qwe1319-1931;Штаны ;Весна-осень;брюки;NULL;44;18;23,8792
qwe1319-1931;Штаны ;Весна-осень;брюки;NULL;46;22;28,8639
qwe1319-1931;Штаны ;Весна-осень;брюки;NULL;48;19;24,9719
qwe1319-1931;Штаны ;Весна-осень;брюки;NULL;50;21;28,8519
qwe1319-1931;Штаны ;Весна-осень;брюки;NULL;52;17;20,4979
qwe1319-1931;Штаны ;Весна-осень;брюки;NULL;54;22;24,9089
qwe1319-1931;Штаны ;Весна-осень;брюки;NULL;56;14;16,9669
qwe1319-1931;Штаны ;Весна-осень;брюки;NULL;58;4;4,06
qwe1319-1931;Штаны ;Весна-осень;брюки;NULL;60;5;5,45
qwe1311-1331;Штаны ;Весна-осень;брюки;320;42;42;45,7075
qwe1311-1331;Штаны ;Весна-осень;брюки;320;44;62;69,4846
qwe1311-1331;Штаны ;Весна-осень;брюки;320;46;75;91,48975
qwe1311-1331;Штаны ;Весна-осень;брюки;320;48;70;79,42595
qwe1311-1331;Штаны ;Весна-осень;брюки;320;50;67;72,76215
qwe1311-1331;Штаны ;Весна-осень;брюки;320;52;70;82,32205
qwe1311-1331;Штаны ;Весна-осень;брюки;320;54;51;56,7758
qwe3313-1385;Штаны ;Весна-осень;брюки;384;46;18;24,1049
qwe3313-1385;Штаны ;Весна-осень;брюки;384;48;24;28,3361
qwe3313-1385;Штаны ;Весна-осень;брюки;384;50;30;33,13519
qwe3313-1385;Штаны ;Весна-осень;брюки;384;52;32;40,0328
qwe3313-1385;Штаны ;Весна-осень;брюки;384;54;28;40,076
qwe3313-1385;Штаны ;Весна-осень;брюки;384;56;26;28,1242
qwe3313-1385;Штаны ;Весна-осень;брюки;384;58;21;25,7199
qwe3313-1385;Штаны ;Весна-осень;брюки;384;60;17;20,3811
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;54;15;19,8407
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;56;14;18,5202
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;58;16;21,05
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;60;16;20,8002
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;62;10;12,7884
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;64;11;14,1784
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;66;11;16,1211
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;68;5;6,0191
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;54;17;25,42968
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;56;13;17,80118
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;58;18;23,8107
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;60;17;26,00559
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;62;12;16,28149
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;64;13;17,3472
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;66;11;16,7323
qwe3313-1173;Штаны ;Весна-осень;брюки;NULL;68;9;11,9123
qwe3318-1173;Штаны ;Весна-осень;брюки;NULL;54;2;4,18
qwe3318-1173;Штаны ;Весна-осень;брюки;NULL;56;3;3,5462
qwe3318-1173;Штаны ;Весна-осень;брюки;NULL;58;3;3,5462
qwe3318-1173;Штаны ;Весна-осень;брюки;NULL;60;3;3,5462
qwe3318-1173;Штаны ;Весна-осень;брюки;NULL;62;3;3,5462
qwe3318-1173;Штаны ;Весна-осень;брюки;NULL;64;3;3,5462
qwe3318-1173;Штаны ;Весна-осень;брюки;NULL;66;2;2,38
qwe3318-1173;Штаны ;Весна-осень;брюки;NULL;68;2;2,38
qwe5116-1911;Штаны ;Весна-осень;брюки;B0910;44;31;37,925
qwe5116-1911;Штаны ;Весна-осень;брюки;B0910;46;57;69,409
qwe5116-1911;Штаны ;Весна-осень;брюки;B0910;48;69;83,4589
qwe5116-1911;Штаны ;Весна-осень;брюки;B0910;50;79;94,5378
qwe5116-1911;Штаны ;Весна-осень;брюки;B0910;52;81;96,2503
qwe5116-1911;Штаны ;Весна-осень;брюки;B0910;54;78;94,4188
qwe5116-1911;Штаны ;Весна-осень;брюки;B0910;56;74;83,7002
qwe5116-1911;Штаны ;Весна-осень;брюки;B0910;58;64;74,85411
qwe5116-1911;Штаны ;Весна-осень;брюки;B0910;60;37;41,0669
qwe5116-1159;Штаны ;Весна-осень;брюки;1059;44;42;46,8622
qwe5116-1159;Штаны ;Весна-осень;брюки;1059;46;68;76,05872
qwe5116-1159;Штаны ;Весна-осень;брюки;1059;48;85;98,437
qwe5116-1159;Штаны ;Весна-осень;брюки;1059;50;93;108,35921
qwe5116-1159;Штаны ;Весна-осень;брюки;1059;52;90;100,9834
qwe5116-1159;Штаны ;Весна-осень;брюки;1059;54;84;95,22561
qwe5116-1159;Штаны ;Весна-осень;брюки;1059;56;79;90,3891
qwe5116-1159;Штаны ;Весна-осень;брюки;1059;58;66;76,74232
qwe5156-1911;Штаны ;Весна-осень;брюки;NULL;44;27;31,5311
qwe5156-1911;Штаны ;Весна-осень;брюки;NULL;46;39;46,29471
qwe5156-1911;Штаны ;Весна-осень;брюки;NULL;48;48;63,1133
qwe5156-1911;Штаны ;Весна-осень;брюки;NULL;50;51;60,0607
qwe5156-1911;Штаны ;Весна-осень;брюки;NULL;52;52;60,5869
qwe5156-1911;Штаны ;Весна-осень;брюки;NULL;54;49;53,9471
qwe5156-1911;Штаны ;Весна-осень;брюки;NULL;56;38;43,1192
qwe5156-1911;Штаны ;Весна-осень;брюки;NULL;58;27;31,576
qwe5156-1911;Штаны ;Весна-осень;брюки;NULL;60;29;33,0133
qwe5111-1915;Штаны ;Весна-осень;брюки;B0904;42;90;107,748
qwe5111-1915;Штаны ;Весна-осень;брюки;B0904;44;123;148,738
qwe5111-1915;Штаны ;Весна-осень;брюки;B0904;46;142;162,1085
qwe5111-1915;Штаны ;Весна-осень;брюки;B0904;48;148;167,5855
qwe5111-1915;Штаны ;Весна-осень;брюки;B0904;50;150;167,7665
qwe5111-1915;Штаны ;Весна-осень;брюки;B0904;52;126;142,16675
qwe5111-1915;Штаны ;Весна-осень;брюки;B0904;54;96;106,355
qwe5111-1913;Штаны ;Весна-осень;брюки;B0912;42;84;115,0071
qwe5111-1913;Штаны ;Весна-осень;брюки;B0912;44;133;176,26269
qwe5111-1913;Штаны ;Весна-осень;брюки;B0912;46;161;220,1372
qwe5111-1913;Штаны ;Весна-осень;брюки;B0912;48;149;192,8899
qwe5111-1913;Штаны ;Весна-осень;брюки;B0912;50;147;183,9458
qwe5111-1913;Штаны ;Весна-осень;брюки;B0912;52;134;171,7432
qwe5111-1913;Штаны ;Весна-осень;брюки;B0912;54;97;120,42899
qwe5111-1913;Штаны ;Весна-осень;брюки;B0912;56;70;86,0559
qwe5111-1973;Штаны ;Весна-осень;брюки;B0972;46;55;65,9525
qwe5111-1973;Штаны ;Весна-осень;брюки;B0972;48;73;95,674
qwe5111-1973;Штаны ;Весна-осень;брюки;B0972;50;81;103,9315
qwe5111-1973;Штаны ;Весна-осень;брюки;B0972;52;83;98,8105
qwe5111-1973;Штаны ;Весна-осень;брюки;B0972;54;88;110,919
qwe5111-1973;Штаны ;Весна-осень;брюки;B0972;56;78;104,0965
qwe5111-1973;Штаны ;Весна-осень;брюки;B0972;58;78;94,838
qwe5111-1973;Штаны ;Весна-осень;брюки;B0972;60;62;77,2005
qwe5111-1171;Штаны ;Весна-осень;брюки;1071;42;77;97,856
qwe5111-1171;Штаны ;Весна-осень;брюки;1071;44;95;110,8814
qwe5111-1171;Штаны ;Весна-осень;брюки;1071;46;113;143,6135
qwe5111-1171;Штаны ;Весна-осень;брюки;1071;48;115;140,2305
qwe5111-1171;Штаны ;Весна-осень;брюки;1071;50;109;133,1137
qwe5111-1171;Штаны ;Весна-осень;брюки;1071;52;98;119,223
qwe5111-1171;Штаны ;Весна-осень;брюки;1071;54;91;107,2882
qwe5111-1175;Штаны ;Весна-осень;брюки;1074;44;30;35,1327
qwe5111-1175;Штаны ;Весна-осень;брюки;1074;46;44;50,1936
qwe5111-1175;Штаны ;Весна-осень;брюки;1074;48;39;41,8776
qwe5111-1175;Штаны ;Весна-осень;брюки;1074;50;39;46,098
qwe5111-1175;Штаны ;Весна-осень;брюки;1074;52;35;38,5039
qwe5111-1175;Штаны ;Весна-осень;брюки;1074;54;32;40,8604
qwe5111-1175;Штаны ;Весна-осень;брюки;1074;56;25;26,8412
qwe5119-1961;Штаны ;Весна-осень;брюки;B0961;42;6;6,8304
qwe5119-1961;Штаны ;Весна-осень;брюки;B0961;44;7;10,6204
qwe5119-1961;Штаны ;Весна-осень;брюки;B0961;46;7;8,6688
qwe5119-1961;Штаны ;Весна-осень;брюки;B0961;48;8;10,1678
qwe5119-1961;Штаны ;Весна-осень;брюки;B0961;50;5;6,2307
qwe5119-1961;Штаны ;Весна-осень;брюки;B0961;52;5;5,7404
qwe5119-1961;Штаны ;Весна-осень;брюки;B0961;54;4;4,3407
qwe5313-1915;Штаны ;Весна-осень;брюки;B0904;42;87;95,6505
qwe5313-1915;Штаны ;Весна-осень;брюки;B0904;44;142;162,9695
qwe5313-1915;Штаны ;Весна-осень;брюки;B0904;46;152;172,25301
qwe5313-1915;Штаны ;Весна-осень;брюки;B0904;48;146;160,4115
qwe5313-1915;Штаны ;Весна-осень;брюки;B0904;50;146;162,854
qwe5313-1915;Штаны ;Весна-осень;брюки;B0904;52;134;156,2755
qwe5313-1915;Штаны ;Весна-осень;брюки;B0904;54;120;138,774
qwe5313-1913;Штаны ;Весна-осень;брюки;NULL;42;48;72,56609
qwe5313-1913;Штаны ;Весна-осень;брюки;NULL;44;67;88,3769
qwe5313-1913;Штаны ;Весна-осень;брюки;NULL;46;80;114,1527
qwe5313-1913;Штаны ;Весна-осень;брюки;NULL;48;83;116,5774
qwe5313-1913;Штаны ;Весна-осень;брюки;NULL;50;80;112,8145
qwe5313-1913;Штаны ;Весна-осень;брюки;NULL;52;81;102,91859
qwe5313-1913;Штаны ;Весна-осень;брюки;NULL;54;60;83,5713
qwe5313-1913;Штаны ;Весна-осень;брюки;NULL;56;50;61,9974
qwe5313-1973;Штаны ;Весна-осень;брюки;NULL;46;62;72,5875
qwe5313-1973;Штаны ;Весна-осень;брюки;NULL;48;105;125,0775
qwe5313-1973;Штаны ;Весна-осень;брюки;NULL;50;127;157,1405
qwe5313-1973;Штаны ;Весна-осень;брюки;NULL;52;141;170,57
qwe5313-1973;Штаны ;Весна-осень;брюки;NULL;54;145;175,6479
qwe5313-1973;Штаны ;Весна-осень;брюки;NULL;56;145;173,7454
qwe5313-1973;Штаны ;Весна-осень;брюки;NULL;58;124;150,6454
qwe5313-1973;Штаны ;Весна-осень;брюки;NULL;60;99;117,9279
