ClothNane;ClothCategory;Season;ClothSilh;ClothModel;ClothSize;allCount;allReceipts
B5198-1973;Штаны ;Весна-осень;зауженные;B0973;46;13;10,3021
B5198-1973;Штаны ;Весна-осень;зауженные;B0973;48;13;10,6504
B5198-1973;Штаны ;Весна-осень;зауженные;B0973;50;11;10,9631
B5198-1973;Штаны ;Весна-осень;зауженные;B0973;52;13;13,3625
B5198-1973;Штаны ;Весна-осень;зауженные;B0973;54;15;10,0724
B5198-1973;Штаны ;Весна-осень;зауженные;B0973;56;12;8,2291
B5199-1966;Штаны ;Весна-осень;зауженные;B0966;42;18;8,98
B5199-1966;Штаны ;Весна-осень;зауженные;B0966;44;17;7,99
B5199-1966;Штаны ;Весна-осень;зауженные;B0966;46;23;11,4651
B5199-1966;Штаны ;Весна-осень;зауженные;B0966;48;25;13,6148
B5199-1966;Штаны ;Весна-осень;зауженные;B0966;50;13;6,11
B5199-1966;Штаны ;Весна-осень;зауженные;B0966;52;19;11,7838
B5199-1966;Штаны ;Весна-осень;зауженные;B0966;54;17;11,6844
B5199-1973;Штаны ;Весна-осень;зауженные;B0973;42;12;11,902
B5199-1973;Штаны ;Весна-осень;зауженные;B0973;44;12;16,004
B5199-1973;Штаны ;Весна-осень;зауженные;B0973;46;12;11,47
B5199-1973;Штаны ;Весна-осень;зауженные;B0973;48;8;9,658
B5199-1973;Штаны ;Весна-осень;зауженные;B0973;50;11;9,5037
B5199-1973;Штаны ;Весна-осень;зауженные;B0973;52;15;14,8385
B5199-1973;Штаны ;Весна-осень;зауженные;B0973;54;12;15,58614
B5199-1973;Штаны ;Весна-осень;зауженные;B0973;56;13;8,804
B5157-1973;Штаны ;Весна-осень;зауженные;B0973;42;13;10,70615
B5157-1973;Штаны ;Весна-осень;зауженные;B0973;44;13;17,03916
B5157-1973;Штаны ;Весна-осень;зауженные;B0973;46;9;8,28345
B5157-1973;Штаны ;Весна-осень;зауженные;B0973;48;5;6,29845
B5157-1973;Штаны ;Весна-осень;зауженные;B0973;50;7;7,29345
B5157-1973;Штаны ;Весна-осень;зауженные;B0973;52;3;4,83193
B5157-1973;Штаны ;Весна-осень;зауженные;B0973;54;9;10,68115
B5157-1973;Штаны ;Весна-осень;зауженные;B0973;56;5;3,61769
B5158-1973;Штаны ;Весна-осень;зауженные;B0973;46;1;0,9
B5158-1973;Штаны ;Весна-осень;зауженные;B0973;50;1;1,63005
B5158-1973;Штаны ;Весна-осень;зауженные;B0973;52;0;0
B5158-1973;Штаны ;Весна-осень;зауженные;B0973;54;0;0
B5158-1973;Штаны ;Весна-осень;зауженные;B0973;56;0;1,19
B5159-1973;Штаны ;Весна-осень;зауженные;B0973;42;9;1,72
B5159-1973;Штаны ;Весна-осень;зауженные;B0973;44;5;2,716
B5159-1973;Штаны ;Весна-осень;зауженные;B0973;46;1;2,445
B5159-1973;Штаны ;Весна-осень;зауженные;B0973;48;0;0,34
B5159-1973;Штаны ;Весна-осень;зауженные;B0973;50;0;0
B5159-1973;Штаны ;Весна-осень;зауженные;B0973;52;4;1,67
B5159-1973;Штаны ;Весна-осень;зауженные;B0973;54;8;4,97
B5159-1973;Штаны ;Весна-осень;зауженные;B0973;56;17;6,73
B5566-1973;Штаны ;Весна-осень;зауженные;B0973;42;21;24,88168
B5566-1973;Штаны ;Весна-осень;зауженные;B0973;44;18;30,82004
B5566-1973;Штаны ;Весна-осень;зауженные;B0973;46;12;17,38812
B5566-1973;Штаны ;Весна-осень;зауженные;B0973;48;11;12,41
B5566-1973;Штаны ;Весна-осень;зауженные;B0973;50;17;21,54006
B5566-1973;Штаны ;Весна-осень;зауженные;B0973;52;17;25,84649
B5566-1973;Штаны ;Весна-осень;зауженные;B0973;54;14;19,67028
B5566-1973;Штаны ;Весна-осень;зауженные;B0973;56;14;15,13106
311516;Штаны ;Весна-осень;зауженные;406;46;49;64,1131
311516;Штаны ;Весна-осень;зауженные;406;48;105;141,4271
311516;Штаны ;Весна-осень;зауженные;406;50;155;202,8792
311516;Штаны ;Весна-осень;зауженные;406;52;194;260,1181
311516;Штаны ;Весна-осень;зауженные;406;54;201;275,0983
311516;Штаны ;Весна-осень;зауженные;406;56;160;225,13223
311516;Штаны ;Весна-осень;зауженные;406;58;139;189,1652
311516;Штаны ;Весна-осень;зауженные;406;60;104;144,38723
311516;Штаны ;Весна-осень;зауженные;406;62;76;103,23303
311516;Штаны ;Весна-осень;зауженные;406;64;52;69,6956
311516;Штаны ;Весна-осень;зауженные;406;66;30;44,6861
311517;Штаны ;Весна-осень;зауженные;407;40;13;14,6165
311517;Штаны ;Весна-осень;зауженные;407;42;86;109,2868
311517;Штаны ;Весна-осень;зауженные;407;44;167;205,5248
311517;Штаны ;Весна-осень;зауженные;407;46;237;281,3372
311517;Штаны ;Весна-осень;зауженные;407;48;222;264,6917
311517;Штаны ;Весна-осень;зауженные;407;50;222;263,3607
311517;Штаны ;Весна-осень;зауженные;407;52;208;255,0989
311517;Штаны ;Весна-осень;зауженные;407;54;161;193,8691
311517;Штаны ;Весна-осень;зауженные;407;56;74;88,9584
391516;Штаны ;Весна-осень;зауженные;406;50;61;82,4636
391516;Штаны ;Весна-осень;зауженные;406;52;79;117,33369
391516;Штаны ;Весна-осень;зауженные;406;54;74;98,4699
391516;Штаны ;Весна-осень;зауженные;406;56;74;98,7412
391516;Штаны ;Весна-осень;зауженные;406;58;56;75,72532
391516;Штаны ;Весна-осень;зауженные;406;60;36;48,4935
391516;Штаны ;Весна-осень;зауженные;406;62;27;37,009
391516;Штаны ;Весна-осень;зауженные;406;64;21;28,1409
391516;Штаны ;Весна-осень;зауженные;406;66;20;26,4984
391517;Штаны ;Весна-осень;зауженные;407;40;7;8,1375
391517;Штаны ;Весна-осень;зауженные;407;42;43;51,937
391517;Штаны ;Весна-осень;зауженные;407;44;114;139,5081
391517;Штаны ;Весна-осень;зауженные;407;46;149;184,5936
391517;Штаны ;Весна-осень;зауженные;407;48;133;158,9165
391517;Штаны ;Весна-осень;зауженные;407;50;131;157,4001
391517;Штаны ;Весна-осень;зауженные;407;52;123;148,0775
391517;Штаны ;Весна-осень;зауженные;407;54;78;94,801
391517;Штаны ;Весна-осень;зауженные;407;56;66;79,4315
qwe1391-1115;Штаны ;Весна-осень;зауженные;1004;42;50;58,7145
qwe1391-1115;Штаны ;Весна-осень;зауженные;1004;44;81;98,5902
qwe1391-1115;Штаны ;Весна-осень;зауженные;1004;46;96;113,9362
qwe1391-1115;Штаны ;Весна-осень;зауженные;1004;48;96;114,7777
qwe1391-1115;Штаны ;Весна-осень;зауженные;1004;50;88;105,1487
qwe1391-1115;Штаны ;Весна-осень;зауженные;1004;52;78;92,913
qwe1391-1115;Штаны ;Весна-осень;зауженные;1004;54;65;76,498
qwe3311-1553;Штаны ;Весна-осень;зауженные;552;42;21;28,5384
qwe3311-1553;Штаны ;Весна-осень;зауженные;552;44;18;22,92349
qwe3311-1553;Штаны ;Весна-осень;зауженные;552;46;11;17,0825
qwe3311-1553;Штаны ;Весна-осень;зауженные;552;48;19;28,65451
qwe3311-1553;Штаны ;Весна-осень;зауженные;552;50;11;16,781
qwe3311-1553;Штаны ;Весна-осень;зауженные;552;52;12;14,1335
qwe3311-1553;Штаны ;Весна-осень;зауженные;552;54;16;20,19142
qwe3311-1553;Штаны ;Весна-осень;зауженные;552;56;14;10,50394
qwe3311-1915;Штаны ;Весна-осень;зауженные;B0914;42;29;33,3438
qwe3311-1915;Штаны ;Весна-осень;зауженные;B0914;44;32;38,1814
qwe3311-1915;Штаны ;Весна-осень;зауженные;B0914;46;38;46,0059
qwe3311-1915;Штаны ;Весна-осень;зауженные;B0914;48;34;41,3014
qwe3311-1915;Штаны ;Весна-осень;зауженные;B0914;50;33;37,0921
qwe3311-1915;Штаны ;Весна-осень;зауженные;B0914;52;37;42,6078
qwe3311-1915;Штаны ;Весна-осень;зауженные;B0914;54;33;38,561
qwe3311-1915;Штаны ;Весна-осень;зауженные;B0914;56;28;32,8262
qwe3313-1553;Штаны ;Весна-осень;зауженные;552;42;9;7,8942
qwe3313-1553;Штаны ;Весна-осень;зауженные;552;44;11;10,1749
qwe3313-1553;Штаны ;Весна-осень;зауженные;552;46;12;11,4042
qwe3313-1553;Штаны ;Весна-осень;зауженные;552;48;12;10,7236
qwe3313-1553;Штаны ;Весна-осень;зауженные;552;50;10;9,1875
qwe3313-1553;Штаны ;Весна-осень;зауженные;552;52;11;9,8972
qwe3313-1553;Штаны ;Весна-осень;зауженные;552;54;8;6,9875
qwe3313-1553;Штаны ;Весна-осень;зауженные;552;56;4;3,4968
qwe3313-1915;Штаны ;Весна-осень;зауженные;B0914;42;5;11,76062
qwe3313-1915;Штаны ;Весна-осень;зауженные;B0914;44;3;3,80835
qwe3313-1915;Штаны ;Весна-осень;зауженные;B0914;46;3;5,40974
qwe3313-1915;Штаны ;Весна-осень;зауженные;B0914;48;2;2,26732
qwe3313-1915;Штаны ;Весна-осень;зауженные;B0914;50;3;3,45732
qwe3313-1915;Штаны ;Весна-осень;зауженные;B0914;52;0;0,22378
qwe3313-1915;Штаны ;Весна-осень;зауженные;B0914;54;0;0
qwe3313-1915;Штаны ;Весна-осень;зауженные;B0914;56;0;0
qwe3313-1561;Штаны ;Весна-осень;зауженные;561;42;8;9,533
qwe3313-1561;Штаны ;Весна-осень;зауженные;561;44;7;16,30201
qwe3313-1561;Штаны ;Весна-осень;зауженные;561;46;4;13,075
qwe3313-1561;Штаны ;Весна-осень;зауженные;561;48;8;19,08601
qwe3313-1561;Штаны ;Весна-осень;зауженные;561;50;0;3,6545
qwe3313-1561;Штаны ;Весна-осень;зауженные;561;52;6;13,90352
qwe3313-1561;Штаны ;Весна-осень;зауженные;561;54;7;13,34169
qwe3313-1561;Штаны ;Весна-осень;зауженные;561;56;5;8,6578
qwe5187-1553;Штаны ;Весна-осень;зауженные;552;42;31;38,3073
qwe5187-1553;Штаны ;Весна-осень;зауженные;552;44;25;30,3592
qwe5187-1553;Штаны ;Весна-осень;зауженные;552;46;44;65,3222
qwe5187-1553;Штаны ;Весна-осень;зауженные;552;48;42;56,3918
qwe5187-1553;Штаны ;Весна-осень;зауженные;552;50;42;50,70409
qwe5187-1553;Штаны ;Весна-осень;зауженные;552;52;34;40,5594
qwe5187-1553;Штаны ;Весна-осень;зауженные;552;54;31;36,3453
qwe5187-1553;Штаны ;Весна-осень;зауженные;552;56;30;42,2457
qwe5188-1553;Штаны ;Весна-осень;зауженные;552;42;29;44,2914
qwe5188-1553;Штаны ;Весна-осень;зауженные;552;44;36;52,6825
qwe5188-1553;Штаны ;Весна-осень;зауженные;552;46;48;59,18251
qwe5188-1553;Штаны ;Весна-осень;зауженные;552;48;41;58,6188
qwe5188-1553;Штаны ;Весна-осень;зауженные;552;50;44;60,58031
qwe5188-1553;Штаны ;Весна-осень;зауженные;552;52;35;50,2632
qwe5188-1553;Штаны ;Весна-осень;зауженные;552;54;34;46,4992
qwe5188-1553;Штаны ;Весна-осень;зауженные;552;56;21;27,6484
qwe5139-1135;Штаны ;Весна-осень;зауженные;1024;44;0;0
qwe5139-1135;Штаны ;Весна-осень;зауженные;1024;46;1;1,3857
qwe5139-1135;Штаны ;Весна-осень;зауженные;1024;54;2;3,16924
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;42;10;14,69908
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;44;14;26,64842
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;46;9;17,22503
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;48;9;8,50978
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;50;6;13,4871
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;52;4;5,39633
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;54;8;15,0662
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;56;7;9,28426
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;42;13;21,986
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;44;14;20,0107
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;46;18;29,3466
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;48;17;25,8423
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;50;14;21,7766
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;52;12;18,5705
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;54;10;14,1401
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;56;5;7,0477
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;42;0;0
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;44;2;1,7177
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;46;4;3,4621
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;48;4;3,4621
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;50;3;2,6077
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;52;2;1,7177
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;54;1;0,8277
qwe5151-1553;Штаны ;Весна-осень;зауженные;552;56;1;0,89
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;42;12;6,70442
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;44;30;18,52233
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;46;42;22,58133
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;48;39;19,73314
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;50;42;25,17683
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;52;39;20,26663
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;54;29;14,44314
qwe5151-1915;Штаны ;Весна-осень;зауженные;B0914;56;11;4,14302
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;42;2;1,756
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;46;2;4,41422
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;48;3;5,959
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;50;1;0,99
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;52;2;4,49407
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;54;1;0,9207
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;56;2;3,04
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;42;0;2,434
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;44;0;0
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;46;2;7,49314
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;48;0;0
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;50;1;4,91414
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;52;1;4,50608
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;54;0;0
qwe5153-1913;Штаны ;Весна-осень;зауженные;B0913;56;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;42;2;3,565
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;44;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;46;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;48;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;50;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;52;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;54;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;42;0;2,444
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;44;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;46;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;48;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;50;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;52;0;0
qwe5155-1631;Штаны ;Весна-осень;зауженные;631;54;0;0
qwe5156-1631;Штаны ;Весна-осень;зауженные;631;42;0;0
qwe5156-1631;Штаны ;Весна-осень;зауженные;631;46;1;1,635
qwe5156-1631;Штаны ;Весна-осень;зауженные;631;48;0;0
qwe5156-1631;Штаны ;Весна-осень;зауженные;631;50;0;0
qwe5156-1631;Штаны ;Весна-осень;зауженные;631;54;0;0
3311561;Штаны ;Весна-осень;зауженные;561;42;3;4,0692
3311561;Штаны ;Весна-осень;зауженные;561;44;20;29,6316
3311561;Штаны ;Весна-осень;зауженные;561;46;30;33,6329
3311561;Штаны ;Весна-осень;зауженные;561;48;27;28,3348
3311561;Штаны ;Весна-осень;зауженные;561;50;23;28,02985
3311561;Штаны ;Весна-осень;зауженные;561;52;19;21,76715
3311561;Штаны ;Весна-осень;зауженные;561;54;17;20,11535
3311561;Штаны ;Весна-осень;зауженные;561;56;12;12,1234
3311561;Штаны ;Весна-осень;зауженные;561;58;2;4,675
3311561;Штаны ;Весна-осень;зауженные;561;42;34;42,8779
3311561;Штаны ;Весна-осень;зауженные;561;44;49;67,55474
3311561;Штаны ;Весна-осень;зауженные;561;46;51;66,03374
3311561;Штаны ;Весна-осень;зауженные;561;48;28;37,09631
3311561;Штаны ;Весна-осень;зауженные;561;50;42;54,70308
3311561;Штаны ;Весна-осень;зауженные;561;52;36;42,77105
3311561;Штаны ;Весна-осень;зауженные;561;54;31;41,87063
3311561;Штаны ;Весна-осень;зауженные;561;56;15;22,45313
3311561;Штаны ;Весна-осень;зауженные;561;58;14;16,21687
3311731;Штаны ;Весна-осень;зауженные;720;42;6;7,5188
3311731;Штаны ;Весна-осень;зауженные;720;44;7;8,04595
3311731;Штаны ;Весна-осень;зауженные;720;46;6;5,72345
3311731;Штаны ;Весна-осень;зауженные;720;48;18;12,0668
3311731;Штаны ;Весна-осень;зауженные;720;50;2;1,6897
3311731;Штаны ;Весна-осень;зауженные;720;52;18;7,9934
3311731;Штаны ;Весна-осень;зауженные;720;54;15;8,3234
5116561;Штаны ;Весна-осень;зауженные;561;42;109;128,7111
5116561;Штаны ;Весна-осень;зауженные;561;44;194;223,4756
5116561;Штаны ;Весна-осень;зауженные;561;46;224;258,9093
5116561;Штаны ;Весна-осень;зауженные;561;48;244;277,7531
5116561;Штаны ;Весна-осень;зауженные;561;50;222;257,774
5116561;Штаны ;Весна-осень;зауженные;561;52;225;263,1399
5116561;Штаны ;Весна-осень;зауженные;561;54;164;189,5465
5116561;Штаны ;Весна-осень;зауженные;561;56;125;140,7413
5137631;Штаны ;Весна-осень;зауженные;631;42;17;27,286
5137631;Штаны ;Весна-осень;зауженные;631;44;21;33,03632
5137631;Штаны ;Весна-осень;зауженные;631;46;13;19,5971
5137631;Штаны ;Весна-осень;зауженные;631;48;14;17,7301
5137631;Штаны ;Весна-осень;зауженные;631;50;13;17,57033
5137631;Штаны ;Весна-осень;зауженные;631;52;10;11,7185
5137631;Штаны ;Весна-осень;зауженные;631;54;12;19,98137
5156561;Штаны ;Весна-осень;зауженные;561;42;57;64,32
5156561;Штаны ;Весна-осень;зауженные;561;44;62;70,3528
5156561;Штаны ;Весна-осень;зауженные;561;46;70;79,5039
5156561;Штаны ;Весна-осень;зауженные;561;48;73;88,1715
5156561;Штаны ;Весна-осень;зауженные;561;50;69;79,8724
5156561;Штаны ;Весна-осень;зауженные;561;52;62;75,0987
5156561;Штаны ;Весна-осень;зауженные;561;54;52;64,0555
5156561;Штаны ;Весна-осень;зауженные;561;56;40;50,1681
qwe3116-1911;Штаны ;Зима;брюки;B0910;46;44;45,4145
qwe3116-1911;Штаны ;Зима;брюки;B0910;48;52;53,6391
qwe3116-1911;Штаны ;Зима;брюки;B0910;50;54;61,4879
qwe3116-1911;Штаны ;Зима;брюки;B0910;52;54;60,0946
qwe3116-1911;Штаны ;Зима;брюки;B0910;54;54;56,931
qwe3116-1911;Штаны ;Зима;брюки;B0910;56;54;56,7983
qwe3116-1911;Штаны ;Зима;брюки;B0910;58;57;59,9484
qwe3153-1857;Штаны ;Зима;брюки;B0857;48;65;65,13495
qwe3153-1857;Штаны ;Зима;брюки;B0857;50;89;90,6251
qwe3153-1857;Штаны ;Зима;брюки;B0857;52;98;98,4991
qwe3153-1857;Штаны ;Зима;брюки;B0857;54;111;114,9803
qwe3153-1857;Штаны ;Зима;брюки;B0857;56;84;85,1451
qwe3153-1857;Штаны ;Зима;брюки;B0857;58;64;63,7829
qwe3153-1857;Штаны ;Зима;брюки;B0857;60;50;49,6039
qwe5339-1513;Штаны ;Зима;брюки;402;48;40;41,9123
qwe5339-1513;Штаны ;Зима;брюки;402;50;76;79,6589
qwe5339-1513;Штаны ;Зима;брюки;402;52;97;101,8934
qwe5339-1513;Штаны ;Зима;брюки;402;54;113;121,0266
qwe5339-1513;Штаны ;Зима;брюки;402;56;115;124,1341
qwe5339-1513;Штаны ;Зима;брюки;402;58;115;122,9847
qwe5339-1513;Штаны ;Зима;брюки;402;60;96;102,7379
qwe5339-1513;Штаны ;Зима;брюки;402;62;73;78,8235
qwe5339-1513;Штаны ;Зима;брюки;402;64;76;83,2554
qwe5339-1513;Штаны ;Зима;брюки;402;66;48;52,6366
qwe5339-1513;Штаны ;Зима;брюки;402;68;36;40,1798
qwe5339-1863;Штаны ;Зима;брюки;b0862;46;61;66,477
qwe5339-1863;Штаны ;Зима;брюки;b0862;48;112;124,0296
qwe5339-1863;Штаны ;Зима;брюки;b0862;50;139;157,4061
qwe5339-1863;Штаны ;Зима;брюки;b0862;52;147;165,1042
qwe5339-1863;Штаны ;Зима;брюки;b0862;54;147;164,7896
qwe5339-1863;Штаны ;Зима;брюки;b0862;56;139;159,8116
qwe5339-1863;Штаны ;Зима;брюки;b0862;58;117;128,9727
qwe5339-1863;Штаны ;Зима;брюки;b0862;60;94;103,1096
qwe5339-1175;Штаны ;Зима;брюки;1074;44;17;18,3308
qwe5339-1175;Штаны ;Зима;брюки;1074;46;27;31,2711
qwe5339-1175;Штаны ;Зима;брюки;1074;48;26;30,6453
qwe5339-1175;Штаны ;Зима;брюки;1074;50;29;31,7492
qwe5339-1175;Штаны ;Зима;брюки;1074;52;27;29,4573
qwe5339-1175;Штаны ;Зима;брюки;1074;54;19;20,0177
qwe5339-1175;Штаны ;Зима;брюки;1074;56;11;10,7094
qwe5339-1177;Штаны ;Зима;брюки;1077;46;9;9,553
qwe5339-1177;Штаны ;Зима;брюки;1077;48;10;11,0716
qwe5339-1177;Штаны ;Зима;брюки;1077;50;13;14,4178
qwe5339-1177;Штаны ;Зима;брюки;1077;52;10;11,0478
qwe5339-1177;Штаны ;Зима;брюки;1077;54;10;12,6768
qwe5339-1177;Штаны ;Зима;брюки;1077;56;11;14,5846
qwe5339-1177;Штаны ;Зима;брюки;1077;58;9;9,4046
qwe5339-1177;Штаны ;Зима;брюки;1077;60;4;4,3141
qwe5339-1177;Штаны ;Зима;брюки;1077;62;7;7,6008
qwe5339-1177;Штаны ;Зима;брюки;1077;64;7;9,2793
qwe5359-1396;Штаны ;Зима;брюки;396;48;11;15,6478
qwe5359-1396;Штаны ;Зима;брюки;396;50;16;18,1467
qwe5359-1396;Штаны ;Зима;брюки;396;52;15;18,8502
qwe5359-1396;Штаны ;Зима;брюки;396;54;15;16,9907
qwe5359-1396;Штаны ;Зима;брюки;396;56;18;20,1655
qwe5359-1396;Штаны ;Зима;брюки;396;58;16;19,774
qwe5359-1396;Штаны ;Зима;брюки;396;60;14;15,8245
qwe5359-1396;Штаны ;Зима;брюки;396;62;12;13,6706
qwe5359-1396;Штаны ;Зима;брюки;396;64;12;13,504
qwe5359-1396;Штаны ;Зима;брюки;396;66;11;12,6259
qwe5359-1863;Штаны ;Зима;брюки;b0862;46;4;3,622
qwe5359-1863;Штаны ;Зима;брюки;b0862;48;6;5,702
qwe5359-1863;Штаны ;Зима;брюки;b0862;50;7;6,6017
qwe5359-1863;Штаны ;Зима;брюки;b0862;52;7;6,6017
qwe5359-1863;Штаны ;Зима;брюки;b0862;54;8;7,4917
qwe5359-1863;Штаны ;Зима;брюки;b0862;56;9;8,6817
qwe5359-1863;Штаны ;Зима;брюки;b0862;58;6;5,402
qwe5359-1863;Штаны ;Зима;брюки;b0862;60;6;5,402
qwe5359-1175;Штаны ;Зима;брюки;1074;44;6;6,1735
qwe5359-1175;Штаны ;Зима;брюки;1074;46;9;11,1603
qwe5359-1175;Штаны ;Зима;брюки;1074;48;6;6,7672
qwe5359-1175;Штаны ;Зима;брюки;1074;50;7;9,7572
qwe5359-1175;Штаны ;Зима;брюки;1074;52;4;4,7348
qwe5359-1175;Штаны ;Зима;брюки;1074;54;4;4,7348
qwe5359-1175;Штаны ;Зима;брюки;1074;56;5;7,4248
qwe5379-1351;Штаны ;Зима;брюки;251;46;15;18,2168
qwe5379-1351;Штаны ;Зима;брюки;251;48;31;35,2712
qwe5379-1351;Штаны ;Зима;брюки;251;50;34;38,3222
qwe5379-1351;Штаны ;Зима;брюки;251;52;35;40,8715
qwe5379-1351;Штаны ;Зима;брюки;251;54;36;38,5139
qwe5379-1351;Штаны ;Зима;брюки;251;56;29;32,7338
qwe5379-1351;Штаны ;Зима;брюки;251;58;26;27,4521
qwe5379-1351;Штаны ;Зима;брюки;251;60;25;27,1312
qwe5379-1351;Штаны ;Зима;брюки;251;62;14;15,0101
qwe5379-1351;Штаны ;Зима;брюки;251;64;11;11,652
qwe5379-1396;Штаны ;Зима;брюки;396;48;13;13,8249
qwe5379-1396;Штаны ;Зима;брюки;396;50;22;23,57
qwe5379-1396;Штаны ;Зима;брюки;396;52;29;27,8507
qwe5379-1396;Штаны ;Зима;брюки;396;54;29;27,8388
qwe5379-1396;Штаны ;Зима;брюки;396;56;36;35,3141
qwe5379-1396;Штаны ;Зима;брюки;396;58;22;23,0255
qwe5379-1396;Штаны ;Зима;брюки;396;60;20;21,505
qwe5379-1396;Штаны ;Зима;брюки;396;62;21;22,216
qwe5379-1396;Штаны ;Зима;брюки;396;64;19;20,7388
qwe5379-1396;Штаны ;Зима;брюки;396;66;17;20,3134
qwe5379-1513;Штаны ;Зима;брюки;402;48;22;21,2948
qwe5379-1513;Штаны ;Зима;брюки;402;50;23;22,8689
qwe5379-1513;Штаны ;Зима;брюки;402;52;26;28,7512
qwe5379-1513;Штаны ;Зима;брюки;402;54;27;30,1864
qwe5379-1513;Штаны ;Зима;брюки;402;56;26;26,9274
qwe5379-1513;Штаны ;Зима;брюки;402;58;22;22,1234
qwe5379-1513;Штаны ;Зима;брюки;402;60;16;17,7401
qwe5379-1513;Штаны ;Зима;брюки;402;62;12;11,5111
qwe5379-1513;Штаны ;Зима;брюки;402;64;11;10,3568
qwe5379-1513;Штаны ;Зима;брюки;402;66;10;9,4668
qwe5379-1513;Штаны ;Зима;брюки;402;68;11;12,7258
qwe5379-1863;Штаны ;Зима;брюки;b0862;46;34;38,1085
qwe5379-1863;Штаны ;Зима;брюки;b0862;48;61;69,4037
qwe5379-1863;Штаны ;Зима;брюки;b0862;50;69;80,0445
qwe5379-1863;Штаны ;Зима;брюки;b0862;52;73;80,8024
qwe5379-1863;Штаны ;Зима;брюки;b0862;54;62;68,09
qwe5379-1863;Штаны ;Зима;брюки;b0862;56;66;72,6843
qwe5379-1863;Штаны ;Зима;брюки;b0862;58;55;60,2248
qwe5379-1863;Штаны ;Зима;брюки;b0862;60;39;43,4351
qwe5379-1175;Штаны ;Зима;брюки;1074;44;16;21,7032
qwe5379-1175;Штаны ;Зима;брюки;1074;46;19;20,9441
qwe5379-1175;Штаны ;Зима;брюки;1074;48;21;23,4272
qwe5379-1175;Штаны ;Зима;брюки;1074;50;16;22,1128
qwe5379-1175;Штаны ;Зима;брюки;1074;52;15;16,6538
qwe5379-1175;Штаны ;Зима;брюки;1074;54;14;15,9805
qwe5379-1175;Штаны ;Зима;брюки;1074;56;13;14,9429
qwe5379-1177;Штаны ;Зима;брюки;1077;46;20;23,5073
